endTimeMillis	responseTime	latency	sentBytes	receivedBytes	isSuccessful	responseCode
1683709716.888	306	306	265	14567	isSuccessful	200
1683709716.926	301	301	265	14567	isSuccessful	200
1683709717.002	377	377	265	14567	isSuccessful	200
1683709717.002	258	258	265	14567	isSuccessful	200
1683709717.064	382	382	265	14567	isSuccessful	200
1683709717.064	295	295	265	14567	isSuccessful	200
1683709717.077	286	286	265	14567	isSuccessful	200
1683709717.144	270	270	265	14567	isSuccessful	200
1683709717.196	268	268	265	14567	isSuccessful	200
1683709717.273	269	269	265	14567	isSuccessful	200
1683709717.280	406	406	265	14567	isSuccessful	200
1683709717.356	290	290	265	14567	isSuccessful	200
1683709717.405	401	401	265	14567	isSuccessful	200
1683709717.429	284	284	265	14567	isSuccessful	200
1683709717.460	394	394	265	14567	isSuccessful	200
1683709717.477	278	278	265	14567	isSuccessful	200
1683709717.551	277	277	265	14567	isSuccessful	200
1683709717.553	408	408	265	14567	isSuccessful	200
1683709717.581	299	299	265	14567	isSuccessful	200
1683709717.703	296	296	265	14567	isSuccessful	200
1683709717.739	385	385	265	14567	isSuccessful	200
1683709717.755	292	292	265	14567	isSuccessful	200
1683709717.788	309	309	265	14567	isSuccessful	200
1683709717.788	434	434	265	14567	isSuccessful	200
1683709717.841	287	287	265	14567	isSuccessful	200
1683709717.882	683	683	265	14567	isSuccessful	200
1683709717.881	298	298	265	14567	isSuccessful	200
1683709717.939	385	385	265	14567	isSuccessful	200
1683709717.992	287	287	265	14567	isSuccessful	200
1683709718.019	337	337	265	14567	isSuccessful	200
1683709718.019	278	278	265	14567	isSuccessful	200
1683709718.058	376	376	265	14567	isSuccessful	200
1683709718.076	286	286	265	14567	isSuccessful	200
1683709718.128	284	284	265	14567	isSuccessful	200
1683709718.298	304	304	265	14567	isSuccessful	200
1683709718.298	277	277	265	14567	isSuccessful	200
1683709718.420	576	576	265	14567	isSuccessful	200
1683709718.428	496	496	265	14567	isSuccessful	200
1683709718.430	498	498	265	14567	isSuccessful	200
1683709718.602	542	542	265	14567	isSuccessful	200
1683709718.604	474	474	265	14567	isSuccessful	200
1683709718.676	546	546	265	14567	isSuccessful	200
1683709718.745	516	516	265	14567	isSuccessful	200
1683709718.788	559	559	265	14567	isSuccessful	200
1683709718.800	568	568	265	14567	isSuccessful	200
1683709718.800	499	499	265	14567	isSuccessful	200
1683709718.831	404	404	265	14567	isSuccessful	200
1683709718.880	479	479	265	14567	isSuccessful	200
1683709718.900	499	499	265	14567	isSuccessful	200
1683709718.912	308	308	265	14567	isSuccessful	200
1683709718.921	520	520	265	14567	isSuccessful	200
1683709718.941	384	384	265	14567	isSuccessful	200
1683709718.983	304	304	265	14567	isSuccessful	200
1683709718.989	431	431	265	14567	isSuccessful	200
1683709718.991	429	429	265	14567	isSuccessful	200
1683709719.028	423	423	265	14567	isSuccessful	200
1683709719.242	495	495	265	14567	isSuccessful	200
1683709719.318	570	570	265	14567	isSuccessful	200
1683709719.400	597	596	265	14567	isSuccessful	200
1683709719.400	610	610	265	14567	isSuccessful	200
1683709719.428	545	545	265	14567	isSuccessful	200
1683709719.429	546	546	265	14567	isSuccessful	200
1683709719.459	557	557	265	14567	isSuccessful	200
1683709719.501	521	521	265	14567	isSuccessful	200
1683709719.501	521	521	265	14567	isSuccessful	200
1683709719.620	376	376	265	14567	isSuccessful	200
1683709719.626	491	491	265	14567	isSuccessful	200
1683709719.629	599	599	265	14567	isSuccessful	200
1683709719.631	496	496	265	14567	isSuccessful	200
1683709719.634	313	313	265	14567	isSuccessful	200
1683709719.667	531	531	265	14567	isSuccessful	200
1683709719.670	267	267	265	14567	isSuccessful	200
1683709719.683	280	280	265	14567	isSuccessful	200
1683709719.709	279	279	265	14567	isSuccessful	200
1683709719.762	517	517	265	14567	isSuccessful	200
1683709719.761	300	300	265	14567	isSuccessful	200
1683709719.767	522	522	265	14567	isSuccessful	200
1683709719.789	468	468	265	14567	isSuccessful	200
1683709719.792	289	289	265	14567	isSuccessful	200
1683709719.962	373	372	265	14567	isSuccessful	200
1683709719.995	406	406	265	14567	isSuccessful	200
1683709720.072	280	280	265	14567	isSuccessful	200
1683709720.100	475	475	265	14567	isSuccessful	200
1683709720.103	467	467	265	14567	isSuccessful	200
1683709720.127	458	458	265	14567	isSuccessful	200
1683709720.127	366	366	265	14567	isSuccessful	200
1683709720.147	386	386	265	14567	isSuccessful	200
1683709720.361	444	444	265	14567	isSuccessful	200
1683709720.441	524	524	265	14567	isSuccessful	200
1683709720.499	582	582	265	14567	isSuccessful	200
1683709720.509	546	546	265	14567	isSuccessful	200
1683709720.546	583	583	265	14567	isSuccessful	200
1683709720.562	487	487	265	14567	isSuccessful	200
1683709720.598	523	523	265	14567	isSuccessful	200
1683709720.622	494	494	265	14567	isSuccessful	200
1683709720.636	561	561	265	14567	isSuccessful	200
1683709720.749	503	503	265	14567	isSuccessful	200
1683709720.749	502	502	265	14567	isSuccessful	200
1683709720.749	502	502	265	14567	isSuccessful	200
1683709720.766	322	322	265	14567	isSuccessful	200
1683709720.843	340	340	265	14567	isSuccessful	200
1683709720.881	525	525	265	14567	isSuccessful	200
1683709720.882	527	527	265	14567	isSuccessful	200
1683709720.883	439	439	265	14567	isSuccessful	200
1683709720.882	526	526	265	14567	isSuccessful	200
1683709720.910	407	407	265	14567	isSuccessful	200
1683709721.081	567	567	265	14567	isSuccessful	200
1683709721.179	615	615	265	14567	isSuccessful	200
1683709721.265	665	665	265	14567	isSuccessful	200
1683709721.269	645	645	265	14567	isSuccessful	200
1683709721.279	549	549	265	14567	isSuccessful	200
1683709721.401	671	671	265	14567	isSuccessful	200
1683709721.418	578	578	265	14567	isSuccessful	200
1683709721.421	691	691	265	14567	isSuccessful	200
1683709721.424	584	584	265	14567	isSuccessful	200
1683709721.541	701	701	265	14567	isSuccessful	200
1683709721.542	654	654	265	14567	isSuccessful	200
1683709721.638	564	564	265	14567	isSuccessful	200
1683709721.638	611	611	265	14567	isSuccessful	200
1683709721.723	649	649	265	14567	isSuccessful	200
1683709721.836	668	668	265	14567	isSuccessful	200
1683709721.836	668	668	265	14567	isSuccessful	200
1683709721.875	607	607	265	14567	isSuccessful	200
1683709721.981	713	713	265	14567	isSuccessful	200
1683709722.048	780	780	265	14567	isSuccessful	200
1683709722.062	691	691	265	14567	isSuccessful	200
1683709722.106	735	735	265	14567	isSuccessful	200
1683709722.106	703	703	265	14567	isSuccessful	200
1683709722.186	815	815	265	14567	isSuccessful	200
1683709722.222	711	711	265	14567	isSuccessful	200
1683709722.285	645	645	265	14567	isSuccessful	200
1683709722.285	773	773	265	14567	isSuccessful	200
1683709722.317	677	677	265	14567	isSuccessful	200
1683709722.506	962	962	265	14567	isSuccessful	200
1683709722.673	974	974	265	14567	isSuccessful	200
1683709722.709	900	899	265	14567	isSuccessful	200
1683709722.742	1230	1230	265	14567	isSuccessful	200
1683709722.784	800	800	265	14567	isSuccessful	200
1683709722.886	1077	1077	265	14567	isSuccessful	200
1683709722.890	839	839	265	14567	isSuccessful	200
1683709722.892	1082	1081	265	14567	isSuccessful	200
1683709722.888	780	780	265	14567	isSuccessful	200
1683709722.890	1191	1191	265	14567	isSuccessful	200
1683709722.892	1015	1014	265	14567	isSuccessful	200
1683709722.893	928	928	265	14567	isSuccessful	200
1683709722.892	1015	1015	265	14567	isSuccessful	200
1683709722.915	727	727	265	14567	isSuccessful	200
1683709722.927	962	962	265	14567	isSuccessful	200
1683709722.958	907	907	265	14567	isSuccessful	200
1683709722.992	844	844	265	14567	isSuccessful	200
1683709723.029	881	881	265	14567	isSuccessful	200
1683709723.140	883	883	265	14567	isSuccessful	200
1683709723.140	883	883	265	14567	isSuccessful	200
1683709723.181	862	862	265	14567	isSuccessful	200
1683709723.224	889	889	265	14567	isSuccessful	200
1683709723.381	952	952	265	14567	isSuccessful	200
1683709723.423	993	993	265	14567	isSuccessful	200
1683709723.461	1031	1031	265	14567	isSuccessful	200
1683709723.591	1082	1082	265	14567	isSuccessful	200
1683709723.620	945	945	265	14567	isSuccessful	200
1683709723.661	950	950	265	14567	isSuccessful	200
1683709723.661	767	767	265	14567	isSuccessful	200
1683709723.672	929	929	265	14567	isSuccessful	200
1683709723.699	914	914	265	14567	isSuccessful	200
1683709723.712	820	820	265	14567	isSuccessful	200
1683709723.728	831	831	265	14567	isSuccessful	200
1683709723.755	858	858	265	14567	isSuccessful	200
1683709723.787	899	899	265	14567	isSuccessful	200
1683709723.797	902	902	265	14567	isSuccessful	200
1683709723.806	910	910	265	14567	isSuccessful	200
1683709723.828	930	930	265	14567	isSuccessful	200
1683709723.835	906	906	265	14567	isSuccessful	200
1683709723.869	909	909	265	14567	isSuccessful	200
1683709723.901	906	906	265	14567	isSuccessful	200
1683709723.981	839	839	265	14567	isSuccessful	200
1683709724.020	878	878	265	14567	isSuccessful	200
1683709724.068	999	999	265	14567	isSuccessful	200
1683709724.068	1036	1036	265	14567	isSuccessful	200
1683709724.117	934	934	265	14567	isSuccessful	200
1683709724.195	969	969	265	14567	isSuccessful	200
1683709724.464	1080	1080	265	14567	isSuccessful	200
1683709724.562	1137	1137	265	14567	isSuccessful	200
1683709724.924	1053	1053	265	14567	isSuccessful	200
1683709725.000	1205	1205	265	14567	isSuccessful	200
1683709725.140	1677	1677	265	14567	isSuccessful	200
1683709725.201	1219	1219	265	14567	isSuccessful	200
1683709725.271	1598	1598	265	14567	isSuccessful	200
1683709725.406	1743	1743	265	14567	isSuccessful	200
1683709725.673	1603	1603	265	14567	isSuccessful	200
1683709725.822	2092	2092	265	14567	isSuccessful	200
1683709725.982	2389	2389	265	14567	isSuccessful	200
1683709725.982	2318	2318	265	14567	isSuccessful	200
1683709725.983	1960	1960	265	14567	isSuccessful	200
1683709726.215	1213	1213	265	14567	isSuccessful	200
1683709726.382	2625	2625	265	14567	isSuccessful	200
1683709726.382	2312	2312	265	14567	isSuccessful	200
1683709726.394	2491	2491	265	14567	isSuccessful	200
1683709726.620	1214	1214	265	14567	isSuccessful	200
1683709726.781	954	954	265	14567	isSuccessful	200
1683709726.872	1197	1197	265	14567	isSuccessful	200
1683709727.301	2835	2835	265	14567	isSuccessful	200
1683709727.320	3606	3606	265	14567	isSuccessful	200
1683709727.505	2303	2303	265	14567	isSuccessful	200
1683709727.542	3743	3743	265	14567	isSuccessful	200
1683709727.673	3972	3972	265	14567	isSuccessful	200
1683709727.723	4101	4101	265	14567	isSuccessful	200
1683709727.822	1606	1606	265	14567	isSuccessful	200
1683709727.844	542	542	265	14567	isSuccessful	200
1683709727.850	1067	1067	265	14567	isSuccessful	200
1683709727.881	561	561	265	14567	isSuccessful	200
1683709727.914	2642	2642	265	14567	isSuccessful	200
1683709727.915	1041	1041	265	14567	isSuccessful	200
1683709727.918	2777	2777	265	14567	isSuccessful	200
1683709728.110	4272	4272	265	14567	isSuccessful	200
1683709728.116	609	609	265	14567	isSuccessful	200
1683709728.118	4310	4310	265	14567	isSuccessful	200
1683709728.142	3216	3216	265	14567	isSuccessful	200
1683709728.150	4319	4319	265	14567	isSuccessful	200
1683709728.179	505	505	265	14567	isSuccessful	200
1683709728.384	659	659	265	14567	isSuccessful	200
1683709728.394	1772	1772	265	14567	isSuccessful	200
1683709728.435	611	611	265	14567	isSuccessful	200
1683709728.580	734	733	265	14567	isSuccessful	200
1683709728.632	4512	4512	265	14567	isSuccessful	200
1683709728.740	888	888	265	14567	isSuccessful	200
1683709728.837	953	953	265	14567	isSuccessful	200
1683709728.899	781	781	265	14567	isSuccessful	200
1683709728.925	806	806	265	14567	isSuccessful	200
1683709728.944	802	802	265	14567	isSuccessful	200
1683709728.947	1028	1028	265	14567	isSuccessful	200
1683709728.984	833	833	265	14567	isSuccessful	200
1683709728.984	1067	1067	265	14567	isSuccessful	200
1683709728.987	4790	4790	265	14567	isSuccessful	200
1683709728.986	3001	3001	265	14567	isSuccessful	200
1683709728.985	1068	1068	265	14567	isSuccessful	200
1683709729.111	4535	4535	265	14567	isSuccessful	200
1683709729.110	930	930	265	14567	isSuccessful	200
1683709729.110	724	724	265	14567	isSuccessful	200
1683709729.151	755	755	265	14567	isSuccessful	200
1683709729.151	1608	1608	265	14567	isSuccessful	200
1683709729.381	3397	3397	265	14567	isSuccessful	200
1683709729.484	1047	1047	265	14567	isSuccessful	200
1683709729.484	902	902	265	14567	isSuccessful	200
1683709729.638	1005	1005	265	14567	isSuccessful	200
1683709729.781	1039	1039	265	14567	isSuccessful	200
1683709730.074	1172	1171	265	14567	isSuccessful	200
1683709730.102	1154	1154	265	14567	isSuccessful	200
1683709730.103	990	990	265	14567	isSuccessful	200
1683709730.122	1009	1009	265	14567	isSuccessful	200
1683709730.122	1133	1133	265	14567	isSuccessful	200
1683709730.122	1135	1135	265	14567	isSuccessful	200
1683709730.149	1036	1036	265	14567	isSuccessful	200
1683709730.233	1080	1080	265	14567	isSuccessful	200
1683709730.233	1394	1394	265	14567	isSuccessful	200
1683709730.273	3878	3878	265	14567	isSuccessful	200
1683709730.298	1145	1145	265	14567	isSuccessful	200
1683709730.338	2227	2227	265	14567	isSuccessful	200
1683709730.362	1435	1435	265	14567	isSuccessful	200
1683709730.420	932	932	265	14567	isSuccessful	200
1683709730.576	1626	1625	265	14567	isSuccessful	200
1683709730.578	795	795	265	14567	isSuccessful	200
1683709730.579	4196	4196	265	14567	isSuccessful	200
1683709730.587	1597	1597	265	14567	isSuccessful	200
1683709730.700	1060	1060	265	14567	isSuccessful	200
1683709730.700	1711	1711	265	14567	isSuccessful	200
1683709730.704	4720	4720	265	14567	isSuccessful	200
1683709730.722	1235	1235	265	14567	isSuccessful	200
1683709731.147	4764	4764	265	14567	isSuccessful	200
1683709731.151	1075	1075	265	14567	isSuccessful	200
1683709731.360	1255	1255	265	14567	isSuccessful	200
1683709731.671	2684	2684	265	14567	isSuccessful	200
1683709731.758	1178	1178	265	14567	isSuccessful	200
1683709731.758	1180	1180	265	14567	isSuccessful	200
1683709731.758	1056	1056	265	14567	isSuccessful	200
1683709731.761	2378	2378	265	14567	isSuccessful	200
1683709731.799	1097	1097	265	14567	isSuccessful	200
1683709731.951	1245	1245	265	14567	isSuccessful	200
1683709731.963	1239	1239	265	14567	isSuccessful	200
1683709731.981	1788	1788	265	14567	isSuccessful	200
1683709731.981	1788	1788	265	14567	isSuccessful	200
1683709731.999	1636	1636	265	14567	isSuccessful	200
1683709732.037	1737	1737	265	14567	isSuccessful	200
1683709732.182	1760	1760	265	14567	isSuccessful	200
1683709732.380	2256	2256	265	14567	isSuccessful	200
1683709732.752	1391	1391	265	14567	isSuccessful	200
1683709732.939	1178	1178	265	14567	isSuccessful	200
1683709733.059	1257	1257	265	14567	isSuccessful	200
1683709733.235	2963	2963	265	14567	isSuccessful	200
1683709733.423	1239	1239	265	14567	isSuccessful	200
1683709733.487	2310	2310	265	14567	isSuccessful	200
1683709733.487	3336	3336	265	14567	isSuccessful	200
1683709733.700	1937	1937	265	14567	isSuccessful	200
1683709734.005	3608	3608	265	14567	isSuccessful	200
1683709734.105	3870	3870	265	14567	isSuccessful	200
1683709734.292	1055	1055	265	14567	isSuccessful	200
1683709734.292	4186	4186	265	14567	isSuccessful	200
1683709734.292	2619	2619	265	14567	isSuccessful	200
1683709734.477	1723	1723	265	14567	isSuccessful	200
1683709734.622	920	920	265	14567	isSuccessful	200
1683709734.663	650	650	265	14567	isSuccessful	200
1683709734.666	2683	2683	265	14567	isSuccessful	200
1683709734.674	2703	2703	265	14567	isSuccessful	200
1683709734.677	2693	2692	265	14567	isSuccessful	200
1683709734.700	1275	1275	265	14567	isSuccessful	200
1683709755.731	21062	0	265	2898	isSuccessful	Non HTTP response code: org.apache.http.conn.HttpHostConnectException
1683709755.746	21067	0	265	2898	isSuccessful	Non HTTP response code: org.apache.http.conn.HttpHostConnectException
1683709776.778	21044	0	265	2898	isSuccessful	Non HTTP response code: org.apache.http.conn.HttpHostConnectException
1683709776.793	21044	0	265	2898	isSuccessful	Non HTTP response code: org.apache.http.conn.HttpHostConnectException
1683709787.625	54136	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.626	54684	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.624	56474	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.628	53003	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.632	55871	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.631	53524	0	265	3190	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.633	57299	0	265	2967	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.635	52969	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.636	53342	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.637	55255	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.638	55678	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.639	10845	0	265	2584	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.639	52961	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.641	55640	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.641	54580	0	265	3190	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.642	52940	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.641	53163	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.641	10862	0	265	2584	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.649	53355	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.645	55882	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.648	53354	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.647	57066	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.645	57056	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.647	55608	0	265	3190	isSuccessful	Non HTTP response code: java.net.SocketException
1683709787.670	54181	0	265	3012	isSuccessful	Non HTTP response code: java.net.SocketException
1683709788.001	329	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.001	329	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.004	347	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.001	372	0	265	2307	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.005	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.005	349	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.002	343	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.004	345	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.007	352	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.009	364	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.010	365	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.011	369	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.012	370	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.014	373	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.008	354	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.010	365	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.008	363	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.016	376	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.019	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.021	383	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.019	380	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.023	385	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.026	390	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.027	393	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.029	398	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.029	398	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.033	357	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.038	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.064	2	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.067	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.110	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.110	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.172	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.172	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.172	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.172	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.186	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.268	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.268	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.269	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.273	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.271	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.280	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.380	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.381	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.384	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.381	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.387	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.394	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.386	5	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.411	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.491	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.490	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.491	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.492	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.495	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.586	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.590	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.590	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.586	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.588	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.592	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.667	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.668	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.667	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.668	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.667	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.778	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.781	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.778	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.778	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.783	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.785	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.781	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.856	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.856	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.856	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.856	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.861	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.936	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.937	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.936	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.936	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.998	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.998	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709788.998	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.000	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.001	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.094	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.095	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.095	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.094	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.094	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.098	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.202	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.204	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.202	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.206	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.208	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.207	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.209	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.299	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.301	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.303	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.306	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.303	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.303	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.376	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.383	1	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
1683709789.385	0	0	265	2111	isSuccessful	Non HTTP response code: java.net.UnknownHostException
